time,day_of_week,location,is_holiday,weather_condition,total_slots,free_slots_4w,free_slots_2w,event_nearby
10:00-12:00,Wednesday,"Total Mall, Old Airport Road",0,Sunny,300,36,87,0
14:00-16:00,Monday,Freedom Park,0,Rainy,1400,542,300,0
00:00-02:00,Friday,"Mantri Square Mall, Malleswaram",0,Windy,2350,337,164,1
20:00-22:00,Saturday,Church Street,0,Sunny,500,23,38,0
04:00-06:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,245,111,1
08:00-10:00,Tuesday,Jayanagar 4th Block,1,Rainy,550,62,115,0
16:00-18:00,Thursday,Church Street,1,Windy,500,28,26,0
00:00-02:00,Friday,KR Market Parking Complex,0,Cloudy,370,43,170,0
02:00-04:00,Sunday,"Manyata Tech Park, Hebbal",0,Windy,1700,226,91,0
02:00-04:00,Tuesday,"Orion Mall, Malleshwaram",0,Rainy,6200,2372,639,0
08:00-10:00,Wednesday,Jayanagar 4th Block,0,Sunny,550,95,48,1
10:00-12:00,Saturday,Jayanagar 4th Block,0,Rainy,550,85,93,0
06:00-08:00,Thursday,JC Road Multi-Level Parking,0,Rainy,300,48,85,0
22:00-24:00,Saturday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,473,198,0
18:00-20:00,Friday,Freedom Park,1,Windy,1400,123,78,0
14:00-16:00,Sunday,Freedom Park,0,Rainy,1400,183,209,0
12:00-14:00,Tuesday,Citywide Parking Overview,0,Rainy,5300,396,918,0
14:00-16:00,Monday,"Orion Mall, Malleshwaram",0,Sunny,6200,1645,369,0
12:00-14:00,Thursday,"Manyata Tech Park, Hebbal",0,Rainy,1700,346,134,0
16:00-18:00,Tuesday,JC Road Multi-Level Parking,0,Sunny,300,29,17,1
14:00-16:00,Monday,Commercial Street,1,Sunny,325,25,98,0
22:00-24:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,576,215,0
10:00-12:00,Sunday,"Manyata Tech Park, Hebbal",0,Rainy,1700,347,129,0
18:00-20:00,Thursday,"Phoenix Marketcity, Whitefield",1,Rainy,2200,150,38,0
06:00-08:00,Saturday,Commercial Street,0,Sunny,325,14,76,0
02:00-04:00,Friday,Citywide Parking Overview,0,Sunny,5300,754,1568,0
16:00-18:00,Sunday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,134,81,0
14:00-16:00,Saturday,Church Street,0,Cloudy,500,47,50,1
20:00-22:00,Tuesday,Brigade Road,0,Cloudy,385,10,24,1
04:00-06:00,Saturday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,141,90,1
20:00-22:00,Monday,Citywide Parking Overview,0,Windy,5300,352,569,0
02:00-04:00,Thursday,Jayanagar 4th Block,0,Sunny,550,154,122,0
14:00-16:00,Monday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,685,331,0
20:00-22:00,Thursday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,292,85,1
10:00-12:00,Monday,Indiranagar 100 Feet Road,0,Sunny,400,74,111,0
02:00-04:00,Thursday,"Total Mall, Old Airport Road",0,Windy,300,26,107,0
10:00-12:00,Saturday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,376,124,0
12:00-14:00,Tuesday,Brigade Road,0,Sunny,385,44,107,0
20:00-22:00,Tuesday,"International Tech Park (ITPL), Whitefield",1,Windy,1400,231,58,0
22:00-24:00,Monday,Indiranagar 100 Feet Road,0,Cloudy,400,80,126,0
08:00-10:00,Wednesday,Citywide Parking Overview,0,Windy,5300,193,686,1
10:00-12:00,Thursday,"Orion Mall, Malleshwaram",0,Windy,6200,1973,594,0
08:00-10:00,Saturday,Church Street,0,Rainy,500,53,76,1
02:00-04:00,Wednesday,"Phoenix Marketcity, Whitefield",1,Rainy,2200,334,182,0
00:00-02:00,Thursday,JC Road Multi-Level Parking,0,Cloudy,300,74,83,0
22:00-24:00,Monday,Church Street,0,Windy,500,77,175,0
10:00-12:00,Friday,"Orion Mall, Malleshwaram",0,Sunny,6200,1306,681,0
06:00-08:00,Monday,Citywide Parking Overview,0,Windy,5300,456,2169,0
00:00-02:00,Tuesday,Commercial Street,0,Cloudy,325,39,131,0
08:00-10:00,Thursday,Indiranagar 100 Feet Road,0,Cloudy,400,34,142,0
08:00-10:00,Sunday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,397,78,1
06:00-08:00,Sunday,Jayanagar 4th Block,0,Windy,550,83,72,0
10:00-12:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,291,70,1
22:00-24:00,Thursday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,1041,173,0
16:00-18:00,Wednesday,Brigade Road,0,Sunny,385,18,42,0
04:00-06:00,Monday,"Total Mall, Old Airport Road",0,Rainy,300,29,121,0
10:00-12:00,Monday,Freedom Park,0,Rainy,1400,447,86,1
14:00-16:00,Saturday,"Total Mall, Old Airport Road",0,Windy,300,12,48,0
22:00-24:00,Saturday,"Manyata Tech Park, Hebbal",0,Rainy,1700,308,124,0
18:00-20:00,Friday,JC Road Multi-Level Parking,0,Windy,300,18,11,1
04:00-06:00,Saturday,JC Road Multi-Level Parking,0,Windy,300,29,38,0
10:00-12:00,Friday,Brigade Road,0,Windy,385,24,130,1
02:00-04:00,Sunday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,454,102,0
08:00-10:00,Friday,Church Street,0,Sunny,500,67,86,1
14:00-16:00,Monday,Citywide Parking Overview,0,Cloudy,5300,1034,1711,0
10:00-12:00,Friday,Brigade Road,0,Windy,385,55,206,0
02:00-04:00,Thursday,"Manyata Tech Park, Hebbal",0,Windy,1700,567,238,0
16:00-18:00,Tuesday,Freedom Park,0,Rainy,1400,318,59,0
06:00-08:00,Saturday,"Manyata Tech Park, Hebbal",1,Sunny,1700,130,136,0
12:00-14:00,Sunday,Jayanagar 4th Block,0,Windy,550,72,92,1
00:00-02:00,Monday,Jayanagar 4th Block,0,Sunny,550,62,102,0
00:00-02:00,Friday,Commercial Street,0,Windy,325,44,146,0
16:00-18:00,Wednesday,Church Street,0,Cloudy,500,48,85,0
04:00-06:00,Monday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,225,96,0
22:00-24:00,Monday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,242,63,1
14:00-16:00,Saturday,KR Market Parking Complex,0,Windy,370,19,66,0
20:00-22:00,Friday,Freedom Park,0,Rainy,1400,192,66,1
08:00-10:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,256,99,0
22:00-24:00,Thursday,Church Street,0,Windy,500,77,203,0
08:00-10:00,Tuesday,KR Market Parking Complex,1,Sunny,370,12,37,1
04:00-06:00,Friday,KR Market Parking Complex,0,Rainy,370,17,85,0
12:00-14:00,Tuesday,Citywide Parking Overview,0,Cloudy,5300,632,2486,0
02:00-04:00,Tuesday,Citywide Parking Overview,0,Rainy,5300,215,959,1
14:00-16:00,Friday,"Orion Mall, Malleshwaram",0,Sunny,6200,1093,288,1
14:00-16:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,457,422,0
14:00-16:00,Tuesday,"Total Mall, Old Airport Road",0,Rainy,300,57,116,0
00:00-02:00,Wednesday,Freedom Park,0,Cloudy,1400,581,92,0
08:00-10:00,Monday,Indiranagar 100 Feet Road,0,Sunny,400,78,125,0
10:00-12:00,Monday,Brigade Road,0,Sunny,385,40,133,0
04:00-06:00,Friday,"Orion Mall, Malleshwaram",1,Rainy,6200,1485,377,0
16:00-18:00,Saturday,Jayanagar 4th Block,0,Rainy,550,41,20,0
20:00-22:00,Thursday,Citywide Parking Overview,0,Cloudy,5300,218,674,0
12:00-14:00,Monday,Freedom Park,0,Sunny,1400,566,92,0
22:00-24:00,Sunday,"Mantri Square Mall, Malleswaram",0,Windy,2350,408,87,0
02:00-04:00,Saturday,"Total Mall, Old Airport Road",0,Windy,300,29,43,0
20:00-22:00,Thursday,"Total Mall, Old Airport Road",0,Cloudy,300,13,55,0
20:00-22:00,Wednesday,Freedom Park,0,Cloudy,1400,327,71,0
08:00-10:00,Monday,KR Market Parking Complex,0,Rainy,370,45,138,0
14:00-16:00,Monday,"Total Mall, Old Airport Road",0,Sunny,300,25,21,1
02:00-04:00,Tuesday,Church Street,0,Sunny,500,37,57,1
12:00-14:00,Friday,Citywide Parking Overview,0,Windy,5300,298,1493,0
06:00-08:00,Sunday,JC Road Multi-Level Parking,1,Cloudy,300,21,39,1
06:00-08:00,Wednesday,Freedom Park,0,Windy,1400,225,234,0
12:00-14:00,Wednesday,Brigade Road,1,Cloudy,385,19,68,1
22:00-24:00,Sunday,Citywide Parking Overview,0,Rainy,5300,347,1506,0
16:00-18:00,Friday,Indiranagar 100 Feet Road,0,Sunny,400,14,32,1
18:00-20:00,Thursday,Jayanagar 4th Block,0,Sunny,550,35,88,0
06:00-08:00,Monday,Brigade Road,0,Sunny,385,49,121,0
00:00-02:00,Saturday,"Orion Mall, Malleshwaram",0,Windy,6200,1342,162,1
02:00-04:00,Friday,Citywide Parking Overview,1,Windy,5300,351,1336,0
10:00-12:00,Wednesday,JC Road Multi-Level Parking,0,Windy,300,43,69,0
22:00-24:00,Friday,"Total Mall, Old Airport Road",0,Sunny,300,32,46,1
18:00-20:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Windy,2350,465,129,1
06:00-08:00,Wednesday,Indiranagar 100 Feet Road,0,Cloudy,400,40,41,1
00:00-02:00,Friday,Church Street,0,Sunny,500,40,105,0
16:00-18:00,Friday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,219,120,0
18:00-20:00,Saturday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,187,50,0
22:00-24:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,260,90,0
10:00-12:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,486,318,0
18:00-20:00,Wednesday,Citywide Parking Overview,0,Rainy,5300,306,892,0
10:00-12:00,Thursday,JC Road Multi-Level Parking,0,Sunny,300,87,51,0
00:00-02:00,Tuesday,Citywide Parking Overview,0,Windy,5300,518,1168,0
22:00-24:00,Tuesday,Church Street,0,Windy,500,81,135,0
20:00-22:00,Wednesday,Citywide Parking Overview,1,Cloudy,5300,76,369,0
18:00-20:00,Thursday,Indiranagar 100 Feet Road,0,Windy,400,25,55,0
00:00-02:00,Thursday,Commercial Street,0,Cloudy,325,26,64,1
12:00-14:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,627,260,0
10:00-12:00,Monday,"Mantri Square Mall, Malleswaram",1,Cloudy,2350,453,179,1
04:00-06:00,Sunday,"Orion Mall, Malleshwaram",1,Rainy,6200,1938,130,0
18:00-20:00,Monday,KR Market Parking Complex,0,Windy,370,16,40,0
10:00-12:00,Saturday,JC Road Multi-Level Parking,0,Windy,300,62,27,0
06:00-08:00,Monday,"Orion Mall, Malleshwaram",0,Cloudy,6200,2589,333,0
06:00-08:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,775,178,1
16:00-18:00,Saturday,Commercial Street,0,Sunny,325,16,14,0
18:00-20:00,Monday,"Total Mall, Old Airport Road",0,Windy,300,23,32,0
04:00-06:00,Wednesday,Jayanagar 4th Block,0,Windy,550,147,128,0
00:00-02:00,Sunday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1232,290,1
20:00-22:00,Sunday,Church Street,0,Sunny,500,21,59,0
06:00-08:00,Saturday,Jayanagar 4th Block,0,Windy,550,62,97,0
06:00-08:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,833,210,0
20:00-22:00,Monday,"Total Mall, Old Airport Road",0,Rainy,300,20,60,0
02:00-04:00,Monday,Jayanagar 4th Block,0,Windy,550,170,81,0
00:00-02:00,Monday,Citywide Parking Overview,0,Rainy,5300,814,1860,0
18:00-20:00,Wednesday,JC Road Multi-Level Parking,0,Sunny,300,45,53,0
10:00-12:00,Saturday,"Total Mall, Old Airport Road",0,Windy,300,43,59,0
18:00-20:00,Sunday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,137,38,1
18:00-20:00,Friday,Indiranagar 100 Feet Road,0,Windy,400,21,31,1
00:00-02:00,Sunday,Freedom Park,0,Rainy,1400,498,66,1
00:00-02:00,Friday,"Orion Mall, Malleshwaram",1,Windy,6200,913,359,1
04:00-06:00,Monday,Brigade Road,1,Cloudy,385,13,82,0
16:00-18:00,Monday,Church Street,0,Windy,500,63,114,0
08:00-10:00,Wednesday,Jayanagar 4th Block,0,Windy,550,52,127,0
04:00-06:00,Monday,Church Street,0,Windy,500,85,119,0
06:00-08:00,Tuesday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,611,310,0
10:00-12:00,Friday,"International Tech Park (ITPL), Whitefield",0,Windy,1400,274,191,0
16:00-18:00,Tuesday,Freedom Park,0,Cloudy,1400,121,60,1
06:00-08:00,Sunday,Brigade Road,0,Rainy,385,13,79,0
08:00-10:00,Friday,"Total Mall, Old Airport Road",0,Rainy,300,26,48,0
02:00-04:00,Sunday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,430,142,1
20:00-22:00,Tuesday,"Manyata Tech Park, Hebbal",0,Sunny,1700,198,84,0
06:00-08:00,Thursday,Jayanagar 4th Block,0,Sunny,550,67,140,0
18:00-20:00,Tuesday,"Manyata Tech Park, Hebbal",0,Rainy,1700,163,171,0
10:00-12:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,692,172,0
10:00-12:00,Sunday,Citywide Parking Overview,1,Cloudy,5300,582,674,0
02:00-04:00,Sunday,Jayanagar 4th Block,0,Windy,550,77,54,0
14:00-16:00,Wednesday,"Orion Mall, Malleshwaram",0,Rainy,6200,3082,442,0
12:00-14:00,Sunday,"Total Mall, Old Airport Road",0,Windy,300,30,60,0
22:00-24:00,Saturday,JC Road Multi-Level Parking,0,Rainy,300,57,22,1
16:00-18:00,Wednesday,"Orion Mall, Malleshwaram",0,Rainy,6200,1393,138,0
16:00-18:00,Saturday,Brigade Road,0,Windy,385,14,23,0
04:00-06:00,Friday,JC Road Multi-Level Parking,1,Rainy,300,50,42,0
06:00-08:00,Monday,Brigade Road,0,Cloudy,385,53,193,0
14:00-16:00,Friday,"Phoenix Marketcity, Whitefield",0,Windy,2200,386,275,0
08:00-10:00,Saturday,"Orion Mall, Malleshwaram",0,Rainy,6200,2305,274,0
22:00-24:00,Sunday,Freedom Park,1,Cloudy,1400,372,180,0
10:00-12:00,Sunday,"Total Mall, Old Airport Road",0,Windy,300,26,24,0
04:00-06:00,Wednesday,"Phoenix Marketcity, Whitefield",0,Rainy,2200,505,161,0
18:00-20:00,Monday,"Total Mall, Old Airport Road",1,Cloudy,300,15,20,0
16:00-18:00,Monday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,185,57,0
12:00-14:00,Friday,"Orion Mall, Malleshwaram",0,Rainy,6200,2823,352,0
08:00-10:00,Friday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,658,104,0
10:00-12:00,Tuesday,"Orion Mall, Malleshwaram",1,Cloudy,6200,2001,193,0
16:00-18:00,Thursday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,407,113,0
06:00-08:00,Thursday,"Total Mall, Old Airport Road",0,Sunny,300,35,125,0
08:00-10:00,Thursday,Brigade Road,0,Cloudy,385,22,91,1
16:00-18:00,Thursday,"Manyata Tech Park, Hebbal",0,Sunny,1700,311,95,0
02:00-04:00,Saturday,"Total Mall, Old Airport Road",1,Sunny,300,17,38,1
22:00-24:00,Sunday,"Total Mall, Old Airport Road",0,Sunny,300,27,99,0
14:00-16:00,Friday,KR Market Parking Complex,0,Sunny,370,16,82,0
06:00-08:00,Tuesday,KR Market Parking Complex,0,Rainy,370,18,134,0
00:00-02:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,308,198,0
20:00-22:00,Saturday,KR Market Parking Complex,0,Cloudy,370,8,62,0
20:00-22:00,Thursday,Freedom Park,0,Windy,1400,103,60,1
08:00-10:00,Friday,Indiranagar 100 Feet Road,0,Cloudy,400,22,56,1
04:00-06:00,Tuesday,Indiranagar 100 Feet Road,0,Windy,400,19,75,1
14:00-16:00,Thursday,JC Road Multi-Level Parking,1,Cloudy,300,37,57,1
20:00-22:00,Monday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1388,275,0
16:00-18:00,Thursday,Jayanagar 4th Block,0,Rainy,550,65,86,0
10:00-12:00,Sunday,"Mantri Square Mall, Malleswaram",0,Cloudy,2350,802,181,1
10:00-12:00,Monday,"Phoenix Marketcity, Whitefield",0,Windy,2200,467,281,0
00:00-02:00,Wednesday,"Manyata Tech Park, Hebbal",0,Rainy,1700,448,94,1
14:00-16:00,Friday,"Manyata Tech Park, Hebbal",0,Rainy,1700,720,170,0
16:00-18:00,Wednesday,Jayanagar 4th Block,0,Sunny,550,33,90,0
02:00-04:00,Saturday,Jayanagar 4th Block,0,Sunny,550,40,54,0
04:00-06:00,Saturday,"Manyata Tech Park, Hebbal",0,Rainy,1700,132,77,0
20:00-22:00,Saturday,Brigade Road,0,Rainy,385,18,52,0
14:00-16:00,Sunday,Commercial Street,1,Sunny,325,25,73,0
14:00-16:00,Thursday,JC Road Multi-Level Parking,0,Sunny,300,52,39,0
08:00-10:00,Sunday,Jayanagar 4th Block,1,Rainy,550,32,105,0
04:00-06:00,Tuesday,"Orion Mall, Malleshwaram",0,Cloudy,6200,1877,628,0
12:00-14:00,Saturday,"Total Mall, Old Airport Road",0,Cloudy,300,31,65,1
02:00-04:00,Friday,JC Road Multi-Level Parking,0,Cloudy,300,66,84,0
12:00-14:00,Friday,Brigade Road,0,Windy,385,24,44,1
20:00-22:00,Thursday,Commercial Street,0,Cloudy,325,15,49,0
06:00-08:00,Tuesday,"Mantri Square Mall, Malleswaram",0,Sunny,2350,737,96,1
18:00-20:00,Saturday,"International Tech Park (ITPL), Whitefield",0,Cloudy,1400,113,37,0
08:00-10:00,Friday,"Orion Mall, Malleshwaram",1,Cloudy,6200,787,362,0
02:00-04:00,Saturday,Freedom Park,0,Rainy,1400,272,97,0
20:00-22:00,Saturday,Indiranagar 100 Feet Road,0,Cloudy,400,22,19,1
02:00-04:00,Tuesday,"Orion Mall, Malleshwaram",0,Windy,6200,2660,371,0
02:00-04:00,Friday,KR Market Parking Complex,0,Cloudy,370,21,137,0
04:00-06:00,Thursday,"Orion Mall, Malleshwaram",0,Rainy,6200,2721,168,1
20:00-22:00,Thursday,Indiranagar 100 Feet Road,0,Rainy,400,34,34,0
12:00-14:00,Sunday,JC Road Multi-Level Parking,1,Windy,300,41,17,0
18:00-20:00,Monday,"Manyata Tech Park, Hebbal",0,Windy,1700,121,86,1
18:00-20:00,Saturday,"Manyata Tech Park, Hebbal",0,Sunny,1700,76,76,0
14:00-16:00,Thursday,Indiranagar 100 Feet Road,0,Rainy,400,67,89,1
10:00-12:00,Saturday,KR Market Parking Complex,0,Rainy,370,12,109,0
10:00-12:00,Monday,Indiranagar 100 Feet Road,0,Windy,400,115,135,0
16:00-18:00,Tuesday,Citywide Parking Overview,0,Cloudy,5300,151,691,0
02:00-04:00,Friday,JC Road Multi-Level Parking,0,Sunny,300,60,51,0
14:00-16:00,Friday,Jayanagar 4th Block,1,Rainy,550,46,91,0
02:00-04:00,Monday,Citywide Parking Overview,0,Sunny,5300,467,2579,0
10:00-12:00,Tuesday,JC Road Multi-Level Parking,0,Windy,300,46,32,1
22:00-24:00,Thursday,Indiranagar 100 Feet Road,0,Windy,400,48,78,1
14:00-16:00,Friday,Jayanagar 4th Block,0,Sunny,550,38,98,1
22:00-24:00,Sunday,"Manyata Tech Park, Hebbal",0,Cloudy,1700,253,57,0
10:00-12:00,Monday,KR Market Parking Complex,0,Cloudy,370,39,138,0
08:00-10:00,Thursday,"Manyata Tech Park, Hebbal",0,Rainy,1700,186,152,1
10:00-12:00,Friday,Jayanagar 4th Block,1,Sunny,550,79,65,1
08:00-10:00,Saturday,"Manyata Tech Park, Hebbal",0,Windy,1700,140,228,0
18:00-20:00,Sunday,"Total Mall, Old Airport Road",1,Rainy,300,8,18,0
18:00-20:00,Thursday,"Manyata Tech Park, Hebbal",0,Rainy,1700,190,109,0
18:00-20:00,Thursday,Citywide Parking Overview,0,Windy,5300,200,539,0
20:00-22:00,Thursday,"Mantri Square Mall, Malleswaram",0,Windy,2350,659,72,0
20:00-22:00,Wednesday,Freedom Park,0,Windy,1400,300,90,0
20:00-22:00,Tuesday,Indiranagar 100 Feet Road,0,Cloudy,400,39,35,0
00:00-02:00,Friday,JC Road Multi-Level Parking,0,Sunny,300,20,71,1
18:00-20:00,Sunday,Brigade Road,0,Windy,385,9,33,0
12:00-14:00,Tuesday,"Manyata Tech Park, Hebbal",0,Rainy,1700,695,195,0
16:00-18:00,Sunday,JC Road Multi-Level Parking,1,Rainy,300,16,31,1
06:00-08:00,Thursday,Indiranagar 100 Feet Road,1,Cloudy,400,51,38,0
08:00-10:00,Sunday,"International Tech Park (ITPL), Whitefield",1,Cloudy,1400,168,99,0
16:00-18:00,Sunday,Freedom Park,0,Rainy,1400,63,90,0
06:00-08:00,Thursday,Indiranagar 100 Feet Road,0,Rainy,400,38,90,0
18:00-20:00,Thursday,Indiranagar 100 Feet Road,0,Sunny,400,19,48,0
04:00-06:00,Saturday,Citywide Parking Overview,0,Sunny,5300,406,1011,0
04:00-06:00,Wednesday,JC Road Multi-Level Parking,0,Windy,300,111,73,0
18:00-20:00,Thursday,Jayanagar 4th Block,0,Cloudy,550,46,63,0
00:00-02:00,Wednesday,Indiranagar 100 Feet Road,0,Rainy,400,54,75,0
02:00-04:00,Sunday,Brigade Road,0,Sunny,385,30,96,0
12:00-14:00,Saturday,"Orion Mall, Malleshwaram",0,Cloudy,6200,2518,368,0
02:00-04:00,Thursday,"Orion Mall, Malleshwaram",0,Sunny,6200,3320,224,0
08:00-10:00,Sunday,Jayanagar 4th Block,0,Rainy,550,55,63,0
16:00-18:00,Saturday,Church Street,0,Sunny,500,34,27,0
08:00-10:00,Wednesday,KR Market Parking Complex,0,Windy,370,40,146,0
06:00-08:00,Friday,Freedom Park,0,Cloudy,1400,432,251,0
04:00-06:00,Wednesday,"Mantri Square Mall, Malleswaram",0,Windy,2350,751,363,0
14:00-16:00,Thursday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,197,177,1
04:00-06:00,Monday,Indiranagar 100 Feet Road,1,Cloudy,400,32,28,0
22:00-24:00,Wednesday,JC Road Multi-Level Parking,1,Sunny,300,57,50,0
20:00-22:00,Sunday,Jayanagar 4th Block,0,Sunny,550,42,41,0
06:00-08:00,Wednesday,KR Market Parking Complex,0,Cloudy,370,19,153,0
12:00-14:00,Wednesday,"Orion Mall, Malleshwaram",1,Sunny,6200,1671,261,0
00:00-02:00,Wednesday,"International Tech Park (ITPL), Whitefield",0,Rainy,1400,732,161,0
10:00-12:00,Saturday,Church Street,1,Rainy,500,44,101,0
08:00-10:00,Saturday,Jayanagar 4th Block,0,Sunny,550,51,33,0
08:00-10:00,Tuesday,"Manyata Tech Park, Hebbal",0,Sunny,1700,355,218,0
04:00-06:00,Sunday,"Phoenix Marketcity, Whitefield",0,Windy,2200,569,175,0
08:00-10:00,Friday,JC Road Multi-Level Parking,0,Sunny,300,74,53,0
14:00-16:00,Monday,JC Road Multi-Level Parking,0,Rainy,300,93,29,0
06:00-08:00,Tuesday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,407,115,1
12:00-14:00,Sunday,"Orion Mall, Malleshwaram",1,Rainy,6200,1205,459,1
08:00-10:00,Thursday,"Total Mall, Old Airport Road",1,Sunny,300,31,80,1
10:00-12:00,Friday,Brigade Road,0,Rainy,385,36,125,0
18:00-20:00,Saturday,Freedom Park,0,Rainy,1400,132,42,0
10:00-12:00,Monday,"Mantri Square Mall, Malleswaram",1,Sunny,2350,805,82,1
00:00-02:00,Wednesday,Church Street,0,Rainy,500,133,172,0
10:00-12:00,Monday,KR Market Parking Complex,0,Cloudy,370,33,154,0
04:00-06:00,Friday,Indiranagar 100 Feet Road,0,Rainy,400,45,132,0
22:00-24:00,Saturday,Jayanagar 4th Block,0,Sunny,550,61,68,0
12:00-14:00,Sunday,Citywide Parking Overview,0,Rainy,5300,322,1303,0
08:00-10:00,Tuesday,"International Tech Park (ITPL), Whitefield",0,Sunny,1400,789,141,0
16:00-18:00,Friday,"Manyata Tech Park, Hebbal",0,Rainy,1700,257,64,0
18:00-20:00,Sunday,"Mantri Square Mall, Malleswaram",0,Rainy,2350,281,57,0
02:00-04:00,Wednesday,Citywide Parking Overview,0,Rainy,5300,840,1895,0
04:00-06:00,Monday,JC Road Multi-Level Parking,0,Windy,300,69,85,0
22:00-24:00,Sunday,"Total Mall, Old Airport Road",1,Windy,300,25,56,0
02:00-04:00,Thursday,Church Street,0,Windy,500,84,135,0
22:00-24:00,Thursday,JC Road Multi-Level Parking,0,Windy,300,65,34,1
14:00-16:00,Monday,Jayanagar 4th Block,0,Rainy,550,76,112,1
00:00-02:00,Sunday,JC Road Multi-Level Parking,0,Windy,300,50,29,0
06:00-08:00,Friday,Church Street,0,Rainy,500,26,84,1
22:00-24:00,Saturday,Freedom Park,1,Windy,1400,176,86,0
00:00-02:00,Friday,Freedom Park,0,Cloudy,1400,541,128,0
18:00-20:00,Monday,"Phoenix Marketcity, Whitefield",0,Sunny,2200,208,142,0
08:00-10:00,Friday,"Manyata Tech Park, Hebbal",0,Rainy,1700,548,291,0
22:00-24:00,Monday,"Orion Mall, Malleshwaram",0,Cloudy,6200,3311,609,0
18:00-20:00,Friday,Church Street,0,Windy,500,23,81,0
12:00-14:00,Saturday,Freedom Park,1,Rainy,1400,190,74,0
14:00-16:00,Wednesday,Indiranagar 100 Feet Road,0,Rainy,400,17,66,1
10:00-12:00,Monday,Commercial Street,0,Sunny,325,33,94,0
00:00-02:00,Sunday,"Manyata Tech Park, Hebbal",1,Cloudy,1700,445,82,0
22:00-24:00,Saturday,Citywide Parking Overview,0,Windy,5300,419,1263,0
08:00-10:00,Sunday,"Phoenix Marketcity, Whitefield",0,Cloudy,2200,375,75,0
20:00-22:00,Saturday,"Total Mall, Old Airport Road",0,Sunny,300,14,34,0
20:00-22:00,Sunday,JC Road Multi-Level Parking,0,Windy,300,23,23,0
04:00-06:00,Tuesday,JC Road Multi-Level Parking,0,Windy,300,78,78,0
